ID,Order_id,Order_Date,Ship _Date,Ship_Mode,Customer_id,Customer_Name,Segment
82,CA-2021-139451,10/12/2021,10/16/2021,Standard Class,DN-13690,Duane Noonan,Consumer
83,CA-2021-139451,10/12/2021,10/16/2021,Standard Class,DN-13690,Duane Noonan,Consumer
84,CA-2022-149734,9/3/2022,9/8/2022,Standard Class,JC-16105,Julie Creighton,Corporate
85,US-2024-119662,11/13/2024,11/16/2024,First Class,CS-12400,Christopher Schild,Home Office
86,CA-2024-140088,5/28/2024,5/30/2024,Second Class,PO-18865,Patrick O'Donnell,Consumer
87,CA-2024-155558,10/26/2024,11/2/2024,Standard Class,PG-18895,Paul Gonzalez,Consumer
88,CA-2024-155558,10/26/2024,11/2/2024,Standard Class,PG-18895,Paul Gonzalez,Consumer
89,CA-2023-159695,4/5/2023,4/10/2023,Second Class,GM-14455,Gary Mitchum,Home Office
90,CA-2023-109806,9/17/2023,9/22/2023,Standard Class,JS-15685,Jim Sink,Corporate
91,CA-2023-109806,9/17/2023,9/22/2023,Standard Class,JS-15685,Jim Sink,Corporate
92,CA-2023-109806,9/17/2023,9/22/2023,Standard Class,JS-15685,Jim Sink,Corporate
93,CA-2022-149587,1/31/2022,2/5/2022,Second Class,KB-16315,Karl Braun,Consumer
94,CA-2022-149587,1/31/2022,2/5/2022,Second Class,KB-16315,Karl Braun,Consumer
95,CA-2022-149587,1/31/2022,2/5/2022,Second Class,KB-16315,Karl Braun,Consumer
96,US-2024-109484,11/6/2024,11/12/2024,Standard Class,RB-19705,Roger Barcio,Home Office
97,CA-2024-161018,11/9/2024,11/11/2024,Second Class,PN-18775,Parhena Norris,Home Office
98,CA-2024-157833,6/17/2024,6/20/2024,First Class,KD-16345,Katherine Ducich,Consumer
99,CA-2023-149223,9/6/2023,9/11/2023,Standard Class,ER-13855,Elpida Rittenbach,Corporate
100,CA-2023-158568,8/29/2023,9/2/2023,Standard Class,RB-19465,Rick Bensley,Home Office
101,CA-2023-158568,8/29/2023,9/2/2023,Standard Class,RB-19465,Rick Bensley,Home Office
102,CA-2023-158568,8/29/2023,9/2/2023,Standard Class,RB-19465,Rick Bensley,Home Office
103,CA-2023-129903,12/1/2023,12/4/2023,Second Class,GZ-14470,Gary Zandusky,Consumer
104,US-2022-156867,11/13/2022,11/17/2022,Standard Class,LC-16870,Lena Cacioppo,Consumer
105,US-2022-156867,11/13/2022,11/17/2022,Standard Class,LC-16870,Lena Cacioppo,Consumer
106,US-2022-156867,11/13/2022,11/17/2022,Standard Class,LC-16870,Lena Cacioppo,Consumer
107,CA-2024-119004,11/23/2024,11/28/2024,Standard Class,JM-15250,Janet Martin,Consumer
108,CA-2024-119004,11/23/2024,11/28/2024,Standard Class,JM-15250,Janet Martin,Consumer
109,CA-2024-119004,11/23/2024,11/28/2024,Standard Class,JM-15250,Janet Martin,Consumer
110,CA-2022-129476,10/15/2022,10/20/2022,Standard Class,PA-19060,Pete Armstrong,Home Office
111,CA-2024-146780,12/25/2024,12/30/2024,Standard Class,CV-12805,Cynthia Voltz,Corporate
112,CA-2023-128867,11/3/2023,11/10/2023,Standard Class,CL-12565,Clay Ludtke,Consumer
113,CA-2023-128867,11/3/2023,11/10/2023,Standard Class,CL-12565,Clay Ludtke,Consumer
114,CA-2021-115259,8/25/2021,8/27/2021,Second Class,RC-19960,Ryan Crowe,Consumer
115,CA-2021-115259,8/25/2021,8/27/2021,Second Class,RC-19960,Ryan Crowe,Consumer
116,CA-2021-115259,8/25/2021,8/27/2021,Second Class,RC-19960,Ryan Crowe,Consumer
117,CA-2021-115259,8/25/2021,8/27/2021,Second Class,RC-19960,Ryan Crowe,Consumer
118,CA-2022-110457,3/2/2022,3/6/2022,Standard Class,DK-13090,Dave Kipp,Consumer
119,US-2022-136476,4/5/2022,4/10/2022,Standard Class,GG-14650,Greg Guthrie,Corporate
120,CA-2023-103730,6/12/2023,6/15/2023,First Class,SC-20725,Steven Cartwright,Consumer
121,CA-2023-103730,6/12/2023,6/15/2023,First Class,SC-20725,Steven Cartwright,Consumer
122,CA-2023-103730,6/12/2023,6/15/2023,First Class,SC-20725,Steven Cartwright,Consumer
123,CA-2023-103730,6/12/2023,6/15/2023,First Class,SC-20725,Steven Cartwright,Consumer
124,CA-2023-103730,6/12/2023,6/15/2023,First Class,SC-20725,Steven Cartwright,Consumer
125,US-2021-152030,12/26/2021,12/28/2021,Second Class,AD-10180,Alan Dominguez,Home Office
126,US-2021-134614,9/20/2021,9/25/2021,Standard Class,PF-19165,Philip Fox,Consumer
127,US-2024-107272,11/5/2024,11/12/2024,Standard Class,TS-21610,Troy Staebel,Consumer
128,US-2024-107272,11/5/2024,11/12/2024,Standard Class,TS-21610,Troy Staebel,Consumer
129,US-2023-125969,11/6/2023,11/10/2023,Second Class,LS-16975,Lindsay Shagiari,Home Office
130,US-2023-125969,11/6/2023,11/10/2023,Second Class,LS-16975,Lindsay Shagiari,Home Office
131,US-2024-164147,2/2/2024,2/5/2024,First Class,DW-13585,Dorothy Wardle,Corporate
132,US-2024-164147,2/2/2024,2/5/2024,First Class,DW-13585,Dorothy Wardle,Corporate
133,US-2024-164147,2/2/2024,2/5/2024,First Class,DW-13585,Dorothy Wardle,Corporate
134,CA-2023-145583,10/13/2023,10/19/2023,Standard Class,LC-16885,Lena Creighton,Consumer
135,CA-2023-145583,10/13/2023,10/19/2023,Standard Class,LC-16885,Lena Creighton,Consumer
136,CA-2023-145583,10/13/2023,10/19/2023,Standard Class,LC-16885,Lena Creighton,Consumer
137,CA-2023-145583,10/13/2023,10/19/2023,Standard Class,LC-16885,Lena Creighton,Consumer
138,CA-2023-145583,10/13/2023,10/19/2023,Standard Class,LC-16885,Lena Creighton,Consumer
139,CA-2023-145583,10/13/2023,10/19/2023,Standard Class,LC-16885,Lena Creighton,Consumer
140,CA-2023-145583,10/13/2023,10/19/2023,Standard Class,LC-16885,Lena Creighton,Consumer
141,CA-2023-110366,9/5/2023,9/7/2023,Second Class,JD-15895,Jonathan Doherty,Corporate
142,CA-2024-106180,9/18/2024,9/23/2024,Standard Class,SH-19975,Sally Hughsby,Corporate
143,CA-2024-106180,9/18/2024,9/23/2024,Standard Class,SH-19975,Sally Hughsby,Corporate
144,CA-2024-106180,9/18/2024,9/23/2024,Standard Class,SH-19975,Sally Hughsby,Corporate
145,CA-2024-155376,12/22/2024,12/27/2024,Standard Class,SG-20080,Sandra Glassco,Consumer
146,CA-2022-110744,9/7/2022,9/12/2022,Standard Class,HA-14920,Helen Andreada,Consumer
147,CA-2021-110072,10/22/2021,10/28/2021,Standard Class,MG-17680,Maureen Gastineau,Home Office
148,CA-2023-114489,12/5/2023,12/9/2023,Standard Class,JE-16165,Justin Ellison,Corporate
149,CA-2023-114489,12/5/2023,12/9/2023,Standard Class,JE-16165,Justin Ellison,Corporate
150,CA-2023-114489,12/5/2023,12/9/2023,Standard Class,JE-16165,Justin Ellison,Corporate
151,CA-2023-114489,12/5/2023,12/9/2023,Standard Class,JE-16165,Justin Ellison,Corporate
152,CA-2023-158834,3/13/2023,3/16/2023,First Class,TW-21025,Tamara Willingham,Home Office
153,CA-2023-158834,3/13/2023,3/16/2023,First Class,TW-21025,Tamara Willingham,Home Office
154,CA-2022-124919,5/31/2022,6/2/2022,First Class,SP-20650,Stephanie Phelps,Corporate
155,CA-2022-124919,5/31/2022,6/2/2022,First Class,SP-20650,Stephanie Phelps,Corporate
156,CA-2022-124919,5/31/2022,6/2/2022,First Class,SP-20650,Stephanie Phelps,Corporate
157,CA-2022-118948,5/28/2022,6/3/2022,Standard Class,NK-18490,Neil Knudson,Home Office
158,CA-2021-104269,3/1/2021,3/6/2021,Second Class,DB-13060,Dave Brooks,Consumer
159,CA-2023-114104,11/20/2023,11/24/2023,Standard Class,NP-18670,Nora Paige,Consumer
160,CA-2023-114104,11/20/2023,11/24/2023,Standard Class,NP-18670,Nora Paige,Consumer
161,CA-2023-162733,5/11/2023,5/12/2023,First Class,TT-21070,Ted Trevino,Consumer
162,CA-2022-119697,12/28/2022,12/31/2022,Second Class,EM-13960,Eric Murdock,Consumer
163,CA-2023-154508,11/16/2023,11/20/2023,Standard Class,RD-19900,Ruben Dartt,Consumer
164,CA-2023-113817,11/7/2023,11/11/2023,Standard Class,MJ-17740,Max Jones,Consumer
165,CA-2021-139892,9/8/2021,9/12/2021,Standard Class,BM-11140,Becky Martin,Consumer
166,CA-2021-139892,9/8/2021,9/12/2021,Standard Class,BM-11140,Becky Martin,Consumer
167,CA-2021-139892,9/8/2021,9/12/2021,Standard Class,BM-11140,Becky Martin,Consumer
168,CA-2021-139892,9/8/2021,9/12/2021,Standard Class,BM-11140,Becky Martin,Consumer
169,CA-2021-139892,9/8/2021,9/12/2021,Standard Class,BM-11140,Becky Martin,Consumer
170,CA-2021-139892,9/8/2021,9/12/2021,Standard Class,BM-11140,Becky Martin,Consumer
171,CA-2021-139892,9/8/2021,9/12/2021,Standard Class,BM-11140,Becky Martin,Consumer
172,CA-2021-118962,8/5/2021,8/9/2021,Standard Class,CS-12130,Chad Sievert,Consumer
173,CA-2021-118962,8/5/2021,8/9/2021,Standard Class,CS-12130,Chad Sievert,Consumer
174,CA-2021-118962,8/5/2021,8/9/2021,Standard Class,CS-12130,Chad Sievert,Consumer
175,US-2021-100853,9/14/2021,9/19/2021,Standard Class,JB-15400,Jennifer Braxton,Corporate
176,US-2021-100853,9/14/2021,9/19/2021,Standard Class,JB-15400,Jennifer Braxton,Corporate
177,US-2024-152366,4/21/2024,4/25/2024,Second Class,SJ-20500,Shirley Jackson,Consumer
178,US-2022-101511,11/21/2022,11/23/2022,Second Class,JE-15745,Joel Eaton,Consumer
179,US-2022-101511,11/21/2022,11/23/2022,Second Class,JE-15745,Joel Eaton,Consumer
180,CA-2022-137225,12/15/2022,12/19/2022,Standard Class,JK-15640,Jim Kriz,Home Office
181,CA-2021-166191,12/5/2021,12/9/2021,Second Class,DK-13150,David Kendrick,Corporate
182,CA-2021-166191,12/5/2021,12/9/2021,Second Class,DK-13150,David Kendrick,Corporate
183,CA-2021-158274,11/19/2021,11/24/2021,Second Class,RM-19675,Robert Marley,Home Office
184,CA-2021-158274,11/19/2021,11/24/2021,Second Class,RM-19675,Robert Marley,Home Office
185,CA-2021-158274,11/19/2021,11/24/2021,Second Class,RM-19675,Robert Marley,Home Office
186,CA-2023-105018,11/28/2023,12/2/2023,Standard Class,SK-19990,Sally Knutson,Consumer
187,CA-2021-123260,8/26/2021,8/30/2021,Standard Class,FM-14290,Frank Merwin,Home Office
188,CA-2023-157000,7/16/2023,7/22/2023,Standard Class,AM-10360,Alice McCarthy,Corporate
189,CA-2023-157000,7/16/2023,7/22/2023,Standard Class,AM-10360,Alice McCarthy,Corporate
190,CA-2022-102281,10/12/2022,10/14/2022,First Class,MP-17470,Mark Packer,Home Office
191,CA-2022-102281,10/12/2022,10/14/2022,First Class,MP-17470,Mark Packer,Home Office
192,CA-2022-102281,10/12/2022,10/14/2022,First Class,MP-17470,Mark Packer,Home Office
193,CA-2022-102281,10/12/2022,10/14/2022,First Class,MP-17470,Mark Packer,Home Office
194,CA-2022-102281,10/12/2022,10/14/2022,First Class,MP-17470,Mark Packer,Home Office
195,CA-2022-131457,10/31/2022,11/6/2022,Standard Class,MZ-17515,Mary Zewe,Corporate
196,CA-2021-140004,3/21/2021,3/25/2021,Standard Class,CB-12025,Cassandra Brandow,Consumer
197,CA-2021-140004,3/21/2021,3/25/2021,Standard Class,CB-12025,Cassandra Brandow,Consumer
198,CA-2024-107720,11/6/2024,11/13/2024,Standard Class,VM-21685,Valerie Mitchum,Home Office
199,US-2024-124303,7/6/2024,7/13/2024,Standard Class,FH-14365,Fred Hopkins,Corporate
200,US-2024-124303,7/6/2024,7/13/2024,Standard Class,FH-14365,Fred Hopkins,Corporate
201,CA-2024-105074,6/24/2024,6/29/2024,Standard Class,MB-17305,Maria Bertelson,Consumer
202,CA-2021-133690,8/3/2021,8/5/2021,First Class,BS-11755,Bruce Stewart,Consumer
203,CA-2021-133690,8/3/2021,8/5/2021,First Class,BS-11755,Bruce Stewart,Consumer
204,US-2024-116701,12/17/2024,12/21/2024,Second Class,LC-17140,Logan Currie,Consumer
205,CA-2024-126382,6/3/2024,6/7/2024,Standard Class,HK-14890,Heather Kirkland,Corporate
206,CA-2024-108329,12/9/2024,12/14/2024,Standard Class,LE-16810,Laurel Elliston,Consumer
207,CA-2024-135860,12/1/2024,12/7/2024,Standard Class,JH-15985,Joseph Holt,Consumer
208,CA-2024-135860,12/1/2024,12/7/2024,Standard Class,JH-15985,Joseph Holt,Consumer
209,CA-2024-135860,12/1/2024,12/7/2024,Standard Class,JH-15985,Joseph Holt,Consumer
210,CA-2024-135860,12/1/2024,12/7/2024,Standard Class,JH-15985,Joseph Holt,Consumer
211,CA-2024-135860,12/1/2024,12/7/2024,Standard Class,JH-15985,Joseph Holt,Consumer
212,CA-2022-101007,2/9/2022,2/13/2022,Second Class,MS-17980,Michael Stewart,Corporate
213,CA-2022-146262,1/2/2022,1/9/2022,Standard Class,VW-21775,Victoria Wilson,Corporate
214,CA-2022-146262,1/2/2022,1/9/2022,Standard Class,VW-21775,Victoria Wilson,Corporate
215,CA-2022-146262,1/2/2022,1/9/2022,Standard Class,VW-21775,Victoria Wilson,Corporate
216,CA-2022-146262,1/2/2022,1/9/2022,Standard Class,VW-21775,Victoria Wilson,Corporate
217,CA-2022-146262,1/2/2022,1/9/2022,Standard Class,VW-21775,Victoria Wilson,Corporate
218,CA-2023-130162,10/28/2023,11/1/2023,Standard Class,JH-15910,Jonathan Howell,Consumer
219,CA-2023-130162,10/28/2023,11/1/2023,Standard Class,JH-15910,Jonathan Howell,Consumer
220,CA-2022-169397,12/24/2022,12/27/2022,First Class,JB-15925,Joni Blumstein,Consumer
221,CA-2022-169397,12/24/2022,12/27/2022,First Class,JB-15925,Joni Blumstein,Consumer
222,CA-2022-169397,12/24/2022,12/27/2022,First Class,JB-15925,Joni Blumstein,Consumer
223,CA-2022-169397,12/24/2022,12/27/2022,First Class,JB-15925,Joni Blumstein,Consumer
224,CA-2022-169397,12/24/2022,12/27/2022,First Class,JB-15925,Joni Blumstein,Consumer
225,CA-2022-169397,12/24/2022,12/27/2022,First Class,JB-15925,Joni Blumstein,Consumer
226,CA-2022-163055,8/9/2022,8/16/2022,Standard Class,DS-13180,David Smith,Corporate
227,CA-2022-163055,8/9/2022,8/16/2022,Standard Class,DS-13180,David Smith,Corporate
228,CA-2022-163055,8/9/2022,8/16/2022,Standard Class,DS-13180,David Smith,Corporate
229,US-2022-145436,2/28/2022,3/4/2022,Standard Class,VD-21670,Valerie Dominguez,Consumer
230,US-2022-145436,2/28/2022,3/4/2022,Standard Class,VD-21670,Valerie Dominguez,Consumer
231,US-2021-156216,9/13/2021,9/17/2021,Standard Class,EA-14035,Erin Ashbrook,Corporate
232,US-2024-100930,4/7/2024,4/12/2024,Standard Class,CS-12400,Christopher Schild,Home Office
233,US-2024-100930,4/7/2024,4/12/2024,Standard Class,CS-12400,Christopher Schild,Home Office
234,US-2024-100930,4/7/2024,4/12/2024,Standard Class,CS-12400,Christopher Schild,Home Office
235,US-2024-100930,4/7/2024,4/12/2024,Standard Class,CS-12400,Christopher Schild,Home Office
236,US-2024-100930,4/7/2024,4/12/2024,Standard Class,CS-12400,Christopher Schild,Home Office
237,CA-2024-160514,11/12/2024,11/16/2024,Standard Class,DB-13120,David Bremer,Corporate
238,CA-2023-157749,6/4/2023,6/9/2023,Second Class,KL-16645,Ken Lonsdale,Consumer
239,CA-2023-157749,6/4/2023,6/9/2023,Second Class,KL-16645,Ken Lonsdale,Consumer
240,CA-2023-157749,6/4/2023,6/9/2023,Second Class,KL-16645,Ken Lonsdale,Consumer
241,CA-2023-157749,6/4/2023,6/9/2023,Second Class,KL-16645,Ken Lonsdale,Consumer
242,CA-2023-157749,6/4/2023,6/9/2023,Second Class,KL-16645,Ken Lonsdale,Consumer
243,CA-2023-157749,6/4/2023,6/9/2023,Second Class,KL-16645,Ken Lonsdale,Consumer
244,CA-2023-157749,6/4/2023,6/9/2023,Second Class,KL-16645,Ken Lonsdale,Consumer
245,CA-2021-131926,6/1/2021,6/6/2021,Second Class,DW-13480,Dianna Wilson,Home Office
246,CA-2021-131926,6/1/2021,6/6/2021,Second Class,DW-13480,Dianna Wilson,Home Office
247,CA-2021-131926,6/1/2021,6/6/2021,Second Class,DW-13480,Dianna Wilson,Home Office
248,CA-2021-131926,6/1/2021,6/6/2021,Second Class,DW-13480,Dianna Wilson,Home Office
249,CA-2021-131926,6/1/2021,6/6/2021,Second Class,DW-13480,Dianna Wilson,Home Office
250,CA-2023-154739,12/10/2023,12/15/2023,Second Class,LH-17155,Logan Haushalter,Consumer
251,CA-2023-145625,9/11/2023,9/17/2023,Standard Class,KC-16540,Kelly Collister,Consumer
252,CA-2023-145625,9/11/2023,9/17/2023,Standard Class,KC-16540,Kelly Collister,Consumer
253,CA-2023-146941,12/10/2023,12/13/2023,First Class,DL-13315,Delfina Latchford,Consumer
254,CA-2023-146941,12/10/2023,12/13/2023,First Class,DL-13315,Delfina Latchford,Consumer
255,US-2022-159982,11/28/2022,12/4/2022,Standard Class,DR-12880,Dan Reichenbach,Corporate
256,US-2022-159982,11/28/2022,12/4/2022,Standard Class,DR-12880,Dan Reichenbach,Corporate
257,US-2022-159982,11/28/2022,12/4/2022,Standard Class,DR-12880,Dan Reichenbach,Corporate
258,US-2022-159982,11/28/2022,12/4/2022,Standard Class,DR-12880,Dan Reichenbach,Corporate
259,CA-2024-163139,12/1/2024,12/3/2024,Second Class,CC-12670,Craig Carreira,Consumer
260,CA-2024-163139,12/1/2024,12/3/2024,Second Class,CC-12670,Craig Carreira,Consumer
261,CA-2024-163139,12/1/2024,12/3/2024,Second Class,CC-12670,Craig Carreira,Consumer
262,US-2024-155299,6/8/2024,6/12/2024,Standard Class,Dl-13600,Dorris liebe,Corporate
263,US-2021-106992,9/19/2021,9/21/2021,Second Class,SB-20290,Sean Braxton,Corporate
264,US-2021-106992,9/19/2021,9/21/2021,Second Class,SB-20290,Sean Braxton,Corporate
265,CA-2023-125318,6/6/2023,6/13/2023,Standard Class,RC-19825,Roy Collins,Consumer
266,CA-2022-155040,11/10/2022,11/15/2022,Standard Class,AH-10210,Alan Hwang,Consumer
267,CA-2024-136826,6/16/2024,6/20/2024,Standard Class,CB-12535,Claudia Bergmann,Corporate
268,CA-2023-111010,1/22/2023,1/28/2023,Standard Class,PG-18895,Paul Gonzalez,Consumer
269,US-2024-145366,12/9/2024,12/13/2024,Standard Class,CA-12310,Christine Abelman,Corporate
270,US-2024-145366,12/9/2024,12/13/2024,Standard Class,CA-12310,Christine Abelman,Corporate
271,CA-2024-163979,12/28/2024,1/2/2018,Second Class,KH-16690,Kristen Hastings,Corporate
272,CA-2022-155334,7/30/2022,7/31/2022,First Class,HA-14920,Helen Andreada,Consumer
273,CA-2022-155334,7/30/2022,7/31/2022,First Class,HA-14920,Helen Andreada,Consumer
274,CA-2022-155334,7/30/2022,7/31/2022,First Class,HA-14920,Helen Andreada,Consumer
275,CA-2024-118136,9/16/2024,9/17/2024,First Class,BB-10990,Barry Blumstein,Corporate
276,CA-2024-118136,9/16/2024,9/17/2024,First Class,BB-10990,Barry Blumstein,Corporate
277,CA-2024-132976,10/13/2024,10/17/2024,Standard Class,AG-10495,Andrew Gjertsen,Corporate
278,CA-2024-132976,10/13/2024,10/17/2024,Standard Class,AG-10495,Andrew Gjertsen,Corporate
279,CA-2024-132976,10/13/2024,10/17/2024,Standard Class,AG-10495,Andrew Gjertsen,Corporate
